Temperature;Turbidity (cm);Dissolved Oxygen (mg/L);Biochemical Oxygen Demand (mg/L);Carbon Dioxide (CO2);pH;Total Alkalinity (mg L-1);Total Hardness (mg L-1);Calcium (mg L-1);Ammonia (mg L-1);Nitrite (mg L-1);Phosphorus (mg L-1);Hydrogen Sulfide (mg L-1);Plankton Count (No. L-1);Water Quality Label;Aquaculture Suitability Tier;Aquaculture Suitability Description
24.44;54.96;4.94;1.36;5.23;8.79;56.38;100.78;69.26;0.022;0.013;1.413;0.0191;4199.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.21;60.66;4.53;1.31;5.12;7.34;84.87;121.6;40.56;0.01;0.018;1.108;0.019;4203.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.25;71.91;3.7;1.74;5.22;6.95;54.07;120.85;70.57;0.002;0.001;1.545;0.0195;3142.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.43;74.82;4.84;1.78;7.55;7.59;68.34;120.67;32.61;0.019;0.003;1.466;0.0194;3949.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.61;54.33;4.89;1.54;7.43;8.4;51.66;119.7;42.87;0.004;0.011;1.135;0.0197;4327.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.04;42.54;3.66;1.21;5.95;8.79;59.17;77.2;87.77;0.019;0.018;0.559;0.02;3442.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.86;37.6;3.51;1.38;7.17;7.75;54.77;104.04;93.57;0.017;0.0;0.712;0.0193;3388.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
29.87;61.12;3.9;1.6;7.54;7.44;36.1;145.79;33.6;0.005;0.01;1.535;0.0194;3838.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.08;72.93;4.48;1.81;5.18;8.43;36.94;124.48;38.16;0.013;0.009;1.134;0.0197;4245.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.59;74.54;3.19;1.1;6.99;6.97;26.56;144.85;94.57;0.015;0.017;0.257;0.0197;4111.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
29.64;37.85;4.56;1.77;7.47;7.69;59.98;141.44;91.74;0.022;0.013;1.202;0.02;3276.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.73;59.84;3.54;1.87;5.31;7.95;64.81;128.13;98.78;0.001;0.006;0.851;0.0194;4277.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.35;71.74;3.26;1.83;5.28;8.64;66.01;108.19;77.02;0.014;0.001;0.874;0.0196;4040.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.53;70.5;4.9;1.92;6.79;8.18;28.16;136.02;79.84;0.002;0.002;0.276;0.0199;3104.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.51;69.88;4.64;1.41;6.93;6.98;85.87;139.14;95.06;0.009;0.019;0.701;0.0191;4405.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.61;73.92;3.25;1.88;5.21;8.83;74.03;88.95;78.82;0.019;0.017;0.746;0.0191;3829.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.2;50.07;4.46;1.48;7.87;8.0;69.47;101.49;60.73;0.014;0.008;1.22;0.0198;3798.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.49;71.89;3.48;1.03;5.34;8.13;79.05;117.46;69.2;0.004;0.001;1.358;0.0193;3488.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.61;61.3;3.22;1.96;5.01;7.44;54.77;88.86;78.54;0.022;0.016;0.454;0.0195;4099.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.52;40.35;3.46;1.55;6.89;7.32;41.12;109.92;33.35;0.002;0.006;0.327;0.0197;3453.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.83;48.82;4.63;1.28;7.56;6.58;72.0;88.75;86.11;0.008;0.013;0.273;0.0195;3317.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.28;65.44;3.39;1.4;6.34;7.6;86.51;119.36;61.17;0.001;0.014;0.537;0.0193;3227.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.95;31.44;4.76;1.32;7.62;8.55;67.78;133.57;76.27;0.007;0.018;0.099;0.019;3149.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.88;44.16;4.52;1.78;7.46;8.13;77.84;124.16;92.01;0.005;0.009;1.705;0.019;3271.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.0;61.12;4.75;1.01;5.53;8.99;79.25;79.5;76.88;0.019;0.019;1.463;0.0191;4258.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.65;35.16;3.05;1.73;5.34;8.0;72.93;126.56;25.72;0.002;0.011;0.843;0.019;3507.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.67;48.49;3.47;1.61;6.36;7.8;65.94;124.64;47.69;0.005;0.014;0.318;0.0195;4127.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
29.06;55.06;3.82;1.67;7.8;6.68;34.56;79.0;66.06;0.002;0.01;1.109;0.0192;4355.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.66;46.18;3.82;1.84;6.95;8.16;26.26;132.25;71.37;0.02;0.001;1.621;0.0194;3774.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.06;74.77;3.48;1.08;5.09;7.53;68.08;77.6;65.13;0.015;0.006;0.746;0.0199;3643.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.04;65.1;4.75;1.7;7.98;7.15;55.35;142.33;26.6;0.008;0.007;0.962;0.0199;3343.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.89;36.03;3.18;1.34;6.71;8.41;93.84;128.04;65.22;0.016;0.011;0.914;0.0199;3566.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.44;79.75;4.33;1.75;7.45;8.7;33.72;81.71;26.39;0.023;0.004;1.433;0.019;4493.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.72;77.2;3.5;1.13;5.95;7.87;66.45;100.04;86.68;0.006;0.01;1.622;0.0199;3431.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.31;69.37;3.22;1.72;5.34;7.63;43.38;85.38;81.34;0.01;0.018;0.466;0.0193;3197.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.32;61.09;4.21;1.03;5.18;8.84;38.2;92.94;60.32;0.005;0.004;0.619;0.0191;3767.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.05;77.54;4.94;1.4;7.64;6.71;94.56;147.83;82.77;0.02;0.009;1.961;0.0198;4100.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.22;35.55;4.49;1.86;5.23;7.42;34.27;147.83;68.43;0.001;0.01;1.417;0.0196;3475.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.04;73.85;3.22;1.82;6.52;6.58;85.16;135.52;48.95;0.011;0.016;0.819;0.0196;3095.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.97;68.4;3.35;1.33;5.51;6.62;50.49;144.23;52.32;0.006;0.02;0.773;0.019;4300.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.81;64.25;3.65;1.65;5.27;8.1;32.98;126.17;37.54;0.009;0.008;0.684;0.0193;3988.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.19;65.96;3.17;1.39;5.25;7.78;51.72;123.3;52.44;0.004;0.001;1.475;0.0199;3218.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.68;60.31;4.53;1.44;5.76;7.9;89.81;112.26;89.6;0.015;0.018;1.099;0.0194;3974.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
29.53;36.78;4.03;1.6;6.77;7.2;52.02;149.39;28.35;0.014;0.018;1.119;0.0192;3291.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.35;58.39;3.33;1.99;5.84;8.2;94.9;129.31;97.15;0.004;0.002;0.301;0.0197;4350.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.94;47.32;4.16;1.07;5.7;8.07;81.46;103.49;26.32;0.024;0.004;1.378;0.0192;4470.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.65;63.91;3.43;1.36;5.62;8.27;73.29;80.97;61.59;0.018;0.011;0.597;0.0196;3809.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.53;46.96;3.31;1.21;5.95;8.04;93.09;129.94;53.65;0.003;0.01;1.842;0.0197;3393.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.77;46.42;4.2;1.4;7.82;7.62;50.07;113.53;76.49;0.002;0.011;0.274;0.019;3675.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.12;40.72;3.58;1.36;6.1;8.32;54.95;114.18;66.8;0.013;0.0;1.521;0.0192;3007.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.49;48.59;3.97;1.79;5.11;8.96;77.25;136.08;91.63;0.008;0.015;0.904;0.0191;3579.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.86;52.05;3.4;1.55;5.88;7.84;43.31;137.6;67.71;0.012;0.009;1.78;0.0197;3829.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
29.73;53.35;3.2;1.71;7.55;8.45;48.72;146.01;78.04;0.003;0.007;1.703;0.0199;4338.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.99;43.23;3.61;1.52;6.42;8.98;78.05;111.49;62.99;0.024;0.018;1.31;0.0195;3392.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.9;74.51;3.41;1.58;6.54;8.09;64.7;88.52;73.57;0.019;0.019;1.947;0.0195;4079.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.43;32.52;4.69;1.22;5.64;7.18;98.5;88.39;39.58;0.022;0.012;1.732;0.0195;3079.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.62;52.46;4.4;1.68;7.77;8.01;52.41;119.83;60.65;0.017;0.01;0.962;0.0194;4161.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.05;74.77;3.69;1.33;5.5;8.09;71.49;148.1;32.44;0.021;0.006;1.816;0.0192;4090.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.46;75.56;4.32;1.69;5.86;8.78;91.02;144.56;96.33;0.005;0.006;0.671;0.0193;3587.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.31;37.99;3.77;1.98;5.01;8.04;64.97;116.54;52.56;0.02;0.001;1.285;0.0198;3860.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.93;59.22;4.09;1.71;6.31;8.86;34.35;96.67;89.26;0.006;0.009;1.873;0.0191;3570.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.67;52.35;3.28;1.6;6.15;7.14;85.78;91.92;98.43;0.019;0.012;0.826;0.0196;3553.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.83;78.67;4.33;1.17;7.98;7.0;58.17;132.5;48.04;0.01;0.007;1.775;0.0198;4090.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
25.01;68.86;3.94;1.84;5.79;7.61;57.18;91.37;87.83;0.0;0.01;1.246;0.0198;4283.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.86;77.8;3.88;1.49;5.62;8.69;35.91;108.37;28.46;0.004;0.008;0.208;0.0192;3996.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
22.52;41.85;4.56;1.26;5.28;7.37;41.6;101.34;90.14;0.004;0.006;1.448;0.0197;3968.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
21.73;33.19;3.22;1.2;5.42;6.77;53.4;106.57;50.17;0.012;0.017;0.28;0.0193;3879.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.33;41.46;4.39;1.92;7.79;8.41;72.16;135.5;47.6;0.009;0.001;1.711;0.0199;3491.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.76;69.07;3.12;1.77;7.43;8.74;76.98;77.3;92.15;0.005;0.015;0.13;0.0195;3350.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
20.58;78.24;4.16;1.8;7.61;6.97;51.02;92.48;63.96;0.003;0.019;0.743;0.0192;3871.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.68;41.24;3.75;1.13;7.59;8.18;78.43;143.1;44.54;0.017;0.006;1.75;0.0191;4155.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
26.07;74.24;3.72;1.33;5.67;7.79;41.2;138.08;95.57;0.017;0.017;1.045;0.0198;3311.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.58;77.34;4.43;1.34;7.06;8.65;71.07;137.37;85.58;0.006;0.006;1.186;0.0199;4116.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
24.46;39.36;4.4;1.23;5.9;7.25;60.66;86.66;32.58;0.009;0.005;1.411;0.0195;3705.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
27.96;61.05;4.59;2.0;7.31;7.26;50.56;97.92;98.94;0.019;0.005;1.73;0.0194;4478.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
28.14;73.13;4.17;1.23;7.49;7.05;80.87;130.29;33.69;0.003;0.007;0.443;0.0197;3576.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
23.03;45.44;3.91;1.27;7.38;6.85;75.23;120.09;64.29;0.02;0.004;0.789;0.02;4477.0;0;Optimal Suitability;Optimal Suitability: Water conditions are strongly supportive of healthy pond-based aquaculture growth and management.
